account,date,daily_pnl,avg_trade_size,buy_ratio,num_trades,target_win,past_3day_pnl,classification_Extreme Greed,classification_Fear,classification_Greed,classification_Neutral,risk_segment,freq_segment,consistency
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,55086.0,32032.5,0.3333333333333333,48,1,150306.0882476667,False,True,False,False,High,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-11,0.0,134600.00166666668,0.0,6,0,43461.3315,False,False,False,True,High,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,10152.12224,27178.041694915253,0.5254237288135594,59,1,28661.029566666664,False,False,False,True,High,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,115445.395538,13233.776894977169,0.4246575342465753,219,1,21746.040746666666,False,True,False,False,High,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,115287.0,24958.908545454546,0.01818181818181818,55,1,41865.839259333334,False,False,False,False,High,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,2985.797555555556,0.8,45,1,80294.83925933333,False,False,False,False,Low,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,8371.136099843994,0.8424336973478939,641,1,80071.538993,False,True,False,False,High,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,79640.0,0.8,5,1,219581.29478133333,False,False,False,True,High,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,21491.640322580646,1.0,31,1,194552.29478133333,False,True,False,False,High,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,2469.9509090909087,0.14545454545454545,55,1,294010.1554376667,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,0.06,0.0,1,0,,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,1426.8700000000001,1.0,34,0,,False,False,True,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,2001.101153846154,0.0,26,1,3905.3144100000004,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,1131.888695652174,1.0,46,0,1171.6770216666666,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,852.88625,0.0,64,1,1171.6770216666666,True,False,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,1913.523898305085,0.7457627118644068,59,1,2010.9394833333336,True,False,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,0.11,0.0,1,0,1376.9844293333335,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,10051.199411764705,0.38235294117647056,34,1,1376.9844293333335,False,False,True,False,High,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,2845.9646153846156,1.0,13,0,952.8948043333334,False,False,True,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,2440.6282352941175,0.0,17,1,415.1728366666667,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,1047.030992,2154.3915384615384,0.2564102564102564,39,1,1912.9169963333334,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054317,2194.294758064516,0.3467741935483871,124,1,1846.7544903333335,True,False,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1693.493165,1737.369557522124,0.415929203539823,339,1,3460.7725960000002,True,False,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,2398.331666666667,0.9259259259259259,54,1,2527.526158,True,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,1519.465681818182,1.0,44,0,3585.5679603333338,False,False,True,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,1317.0667857142857,0.0,56,1,1971.5498546666668,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,1602.9452173913044,1.0,46,0,3706.8007436666667,False,False,True,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485101,1474.6896363636365,0.0,55,1,2299.748610666667,False,False,True,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,2094.719358974359,0.6794871794871795,78,1,4757.243644333334,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,2792.42166344294,0.5222437137330754,517,1,2844.829214,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,612.1092741935485,0.0,124,0,4962.313418333334,False,False,False,True,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,2687.4032704402516,0.1949685534591195,159,1,-1610.8452250000003,False,False,False,True,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,1641.2224999999999,0.675,160,1,-1879.650938666667,False,False,False,True,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,82910.81,0.0,1,0,-3620.518834333334,False,True,False,False,High,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,1462.824423076923,1.0,52,0,-1778.4450746666669,False,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,1999.099181818182,0.5454545454545454,110,1,-1896.9735413333335,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.3554679999997,1756.5103076923076,0.8461538461538461,65,0,-1446.6223903333337,False,False,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,1499.4978378378378,1.0,37,0,-229.4843629999999,False,True,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,1225.1170212765958,0.0,47,1,-229.4843629999999,False,True,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.540742,2676.518153846154,0.12307692307692308,65,1,-356.7785933333333,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,3326.2756603773582,0.018867924528301886,53,0,918.5201433333333,False,False,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,2184.328113207547,0.018867924528301886,53,1,563.2542823333333,False,True,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,4259.311481481482,0.6296296296296297,27,0,394.16547666666673,False,False,False,True,High,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,1460.115,1.0,42,0,-596.4738343333333,False,True,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,580.479381443299,0.0,97,0,-241.20797333333334,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,730.8744516129032,0.4645161290322581,155,1,-2444.6145460000002,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,54768.6,1.0,1,0,-1434.1074993333332,False,True,False,False,High,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,16.37,1.0,1,0,-1434.1074993333332,False,True,False,False,Low,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,780.4484090909092,0.0,88,0,238.714649666667,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,730.92608,0.48,125,0,-31.995247999999695,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.934443,766.7829027576198,0.4528301886792453,689,1,-76.4660379999997,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.503,552.0850851581508,0.29683698296836986,411,1,240.8454430000003,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1892.58947,963.6022222222223,0.4925373134328358,603,0,396.67502433333357,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,887.6931958762888,0.0,97,1,-189.71734233333305,False,True,False,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,2654.14315,2593.2515492957746,0.3855633802816901,568,1,637.867612666667,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1867.252909,1679.7829852941175,0.5088235294117647,680,1,1398.7476626666669,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1969.39321,3782.839757575757,0.4909090909090909,330,1,2652.028455666667,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,284.5678402366864,0.0,338,0,2163.5964230000004,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,1435.3307462686569,1.0,67,0,-270.7416453333332,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,5179.772745,1221.0467469879518,0.0,83,1,-893.1592816666665,False,False,True,False,Low,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,1243.853569,815.50576,0.676,250,1,176.9672300000002,False,False,False,True,Low,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,6070.2,0.4,5,0,2141.2087713333335,False,False,False,True,High,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1584.35,0.0,1,1,,True,False,False,False,Low,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,208.81746,39530.9875,0.75,4,1,,True,False,False,False,High,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,16706.884912,6131.710464240904,0.3450439146800502,797,1,597.3867383333333,False,False,False,False,High,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,13264.043303999999,21898.95651917404,0.6814159292035398,339,1,6166.681709,False,True,False,False,High,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5942.547242,8678.024504792333,0.12779552715654952,313,1,10059.915225333332,False,True,False,False,High,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8277.307357,3079.8473348783314,0.4843568945538818,863,1,11971.158486,False,True,False,False,Low,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,1965.9329745042492,0.17280453257790368,353,1,9161.299301,False,True,False,False,Low,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-19037.340561,8110.89095959596,0.39225589225589225,594,0,5619.289062,False,False,False,True,High,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,20030.785479744136,0.5031982942430704,469,0,-2707.3402056666673,False,False,True,False,High,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.112326,15603.565285714287,0.9571428571428572,70,1,-41525.415558,False,False,True,False,High,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,0.17,0.0,1,0,-39685.715645,False,False,True,False,Low,Infrequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,373.7049462365591,0.5268817204301075,93,1,-33339.935458,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,353.5228421052631,0.47368421052631576,95,1,,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,666.941975308642,0.4382716049382716,162,1,,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,895.9638028169014,0.539906103286385,213,1,155.93342033333332,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,2149.553218673219,0.4619164619164619,407,0,180.68854966666666,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,729.007130044843,0.5,446,1,21.51017900000001,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,422.0099076212471,0.48036951501154734,433,1,232.37385533333335,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,333.45923076923077,0.48717948717948717,156,1,201.6585653333333,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,200.7391304347826,0.782608695652174,69,1,531.617368,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,324.3673333333333,0.4711111111111111,225,1,307.72397233333334,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,1012.5778341013826,0.5852534562211982,217,0,415.4111096666666,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,1110.83224852071,0.40828402366863903,169,1,21.437162666666627,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,946.0768115942029,0.5603864734299517,207,1,49.88483999999996,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,388.948786407767,0.4223300970873786,206,1,-49.69794600000004,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,315.52253246753247,0.38961038961038963,154,1,3303.643677666667,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,247.12725388601035,0.34196891191709844,193,1,5102.598374,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,140.36935714285713,0.5,140,1,6533.505809333333,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,92.37217948717948,0.358974358974359,78,1,3777.5430816666667,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,165.78285714285715,0.26785714285714285,112,1,2310.8199053333333,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,259.2459183673469,0.336734693877551,98,1,3846.791470666667,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,129.80536231884057,0.391304347826087,69,1,8314.105343000001,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,159.67825581395348,0.23255813953488372,86,1,8047.044514,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,77.67176470588235,0.30392156862745096,102,1,6360.991981666666,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.430838,88.1318309859155,0.7934272300469484,213,1,1650.3994076666659,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,119.62222929936306,0.7452229299363057,157,1,1776.817609666666,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,1582.001112,124.41204301075268,0.17204301075268819,93,1,767.6660803333328,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,150.14530612244897,0.19047619047619047,147,1,1110.3298036666658,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1522.284412,88.59193548387097,0.535483870967742,155,1,2789.809297666666,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,13281.73126,187.5361038961039,0.2922077922077922,154,1,2970.384947999999,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,5389.96219,125.00722627737227,0.44525547445255476,137,1,6870.294997333333,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13190.248859,131.2383043478261,0.3695652173913043,230,1,6731.325954,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,4454.939378,112.67668508287292,0.5414364640883977,181,1,10620.647436333333,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,3624.489655,124.92068062827224,0.5340314136125655,191,1,7678.383475666666,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,1525.329937,197.00485294117647,0.7794117647058824,204,1,7089.892630666664,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,7812.716373,289.6046907216495,0.32989690721649484,194,1,3201.5863233333316,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,7465.899936,215.33785046728974,0.24299065420560748,107,1,4320.845321666665,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,1174.025529,174.83481012658228,0.569620253164557,79,1,5601.315415333332,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,122.889996,212.30473684210526,0.9052631578947369,95,1,5484.213945999999,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,1555.956456,282.42354166666667,0.1875,48,1,2920.938486999999,False,False,True,False,Low,Infrequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,1530.919365,284.1157575757576,0.18181818181818182,66,1,950.9573269999987,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,101.860928,223.8904761904762,0.8571428571428571,84,1,1069.9219389999987,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,388.366016,221.81794520547948,0.547945205479452,73,1,1062.9122496666653,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,506.512551,166.3415873015873,0.5555555555555556,63,1,673.7154363333321,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,115.51218300000001,140.99176470588236,0.20588235294117646,34,1,332.2464983333321,False,False,True,False,Low,Infrequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,255.808312,455.63544,0.872,125,1,336.7969166666654,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,496.221792,1121.107570093458,0.5327102803738317,107,1,292.6110153333321,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,109.82694000000001,263.3476271186441,0.7457627118644068,59,1,289.1807623333321,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,416.546688,217.69336633663366,0.24752475247524752,101,1,287.2856813333321,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,250.581483,217.15115942028987,0.4927536231884058,69,1,340.8651399999988,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,232.66549799999999,156.68296296296296,0.3950617283950617,81,1,258.9850369999988,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,87.752181,101.1840243902439,0.47560975609756095,82,1,299.9312229999988,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,114.68421000000001,82.075375,0.225,80,1,190.33305399999878,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,267.846227,103.70087378640777,0.8446601941747572,103,1,145.03396299999878,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,651.469355,489.99302013422823,0.7449664429530202,149,1,156.76087266666545,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,571.688942,728.4078640776698,0.6213592233009708,103,1,344.66659733333205,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,401.706348,522.1204761904762,0.40476190476190477,84,1,497.00150799999875,False,False,False,True,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,157.228232,484.2756756756757,0.4864864864864865,37,1,541.621548333332,False,False,True,False,Low,Infrequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,274.773033,446.3861904761905,0.4603174603174603,63,1,376.8745073333321,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,53.846609,561.3780327868852,0.8032786885245902,61,1,277.9025376666654,False,False,True,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,894.564828,995.6730952380951,0.09523809523809523,42,1,161.94929133333207,False,False,True,False,Low,Infrequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,55.137803,240.01052631578946,0.5263157894736842,19,1,407.7281566666654,False,False,True,False,Low,Infrequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,238.995461,136.35540229885058,0.27586206896551724,87,1,334.5164133333321,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,168.92152,118.53914285714285,0.5285714285714286,70,1,396.23269733333206,True,False,False,False,Low,Frequent,Consistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,594.135892,195.20691119691122,0.4942084942084942,259,1,154.35159466666542,True,False,False,False,Low,Frequent,Consistent
